-16.496756 33.775535 2.818692
17.855786 -7.101087 2.089577
20.361305 -18.351980 2.301797
24.258215 19.055284 2.410290
-0.101765 -9.899838 2.989195
35.087154 10.145827 2.586097
37.886029 34.018462 2.836746
10.521475 -25.637479 2.584944
-6.718407 36.814428 2.621485
-25.966548 -31.226036 3.037771
25.587117 11.065458 3.244750
1.860832 38.749663 2.531382
-33.724850 -11.199536 3.435840
-32.396513 -14.676641 3.022768
37.500147 -17.558356 3.259193
19.972872 25.203027 3.251233
-11.926895 27.570909 3.434697
18.290430 -16.945340 2.755784
15.411212 15.986955 2.534978
30.350550 20.367477 2.487411
24.299858 -24.155115 1.985937
-24.491243 15.845246 1.842792
-5.189765 33.777824 1.926305
31.250411 14.446574 2.514997
30.579594 1.619618 2.246436
28.999256 9.174183 1.934304
7.420029 27.862324 2.180766
31.507966 37.344847 2.632608
-8.555441 -23.029163 3.256523
22.286582 -24.414212 2.707970
-10.879109 -8.301450 2.979792
-15.888601 -31.136180 3.111732
-9.039282 22.001680 2.213582
39.922370 25.725508 2.501082
6.412061 12.572227 2.327337
5.259234 17.227895 2.823595
31.664626 18.286671 2.625908
11.291051 39.869598 2.994138
27.493571 -22.041018 2.427674
21.773300 22.702059 2.681228
-3.819483 -3.321420 2.849103
5.861061 2.385442 2.655330
-9.165882 -39.550380 3.107353
-15.554587 -6.278495 2.422705
-28.749282 -32.649476 2.159008
-29.049304 18.080829 3.046382
-16.806754 6.395282 2.117516
0.095558 0.010361 2.128839
7.430817 -16.113771 3.022519
19.216049 -27.421388 2.443708
