-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-20.837812 7.014337 7.000000
-39.647602 -18.673212 7.000000
21.324401 -34.908848 7.000000
13.573139 15.963622 7.000000
40.970796 -17.459054 7.000000
2.901178 -14.492797 6.000000
-27.618947 9.056008 6.000000
25.344894 -6.551794 6.000000
20.202140 -14.264946 6.000000
28.268057 -0.881825 6.000000
-5.113094 -33.806229 5.000000
-38.542635 10.703917 5.000000
-28.072091 -10.012141 5.000000
-5.269826 -1.042120 5.000000
38.835912 20.988663 5.000000
