-33.053795 4.917973 2.078531
16.279241 28.921567 2.375820
17.517763 -38.863178 2.771828
-15.105627 -33.351561 2.999144
-6.548737 -13.239664 2.488269
5.623030 -11.140864 2.708158
15.239011 -21.125101 2.160167
-26.536886 -33.000712 1.813143
-26.422541 -3.095507 2.011056
-21.446268 25.628264 3.356461
-36.162175 10.985836 3.136345
-22.204062 -8.877658 3.296744
-13.424606 0.224699 2.134944
15.141272 -27.951875 3.157098
-21.024463 -35.724154 2.171334
-18.757617 28.163642 2.124122
-15.685283 7.462289 2.778455
2.712236 -0.181297 2.430514
8.721072 -14.264405 2.535922
24.362783 -22.409064 2.392520
