-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-29.830556 -1.825500 7.000000
36.623540 -0.111388 7.000000
33.451503 -21.701441 7.000000
-23.368895 7.260650 7.000000
26.102611 -40.266199 7.000000
-5.754375 -40.545159 6.000000
1.813160 16.049963 6.000000
-23.649675 42.486286 6.000000
18.392928 13.336157 6.000000
-20.377210 16.752062 6.000000
-29.654417 -19.735151 5.000000
39.566176 11.514776 5.000000
-35.800990 28.503798 5.000000
27.539938 15.551980 5.000000
-4.128057 41.171960 5.000000
