-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
23.270939 -9.138431 7.000000
-16.863662 1.289720 7.000000
3.474871 -32.403086 7.000000
33.269571 38.034822 7.000000
-21.041673 13.634947 7.000000
12.845811 -16.953563 6.000000
-32.429787 -36.225541 6.000000
33.402282 9.760735 6.000000
37.500946 23.258150 6.000000
-35.315759 29.346676 6.000000
-16.956311 39.862683 5.000000
24.828813 -41.054366 5.000000
0.946605 -8.418548 5.000000
20.004728 22.412518 5.000000
-32.373763 16.824030 5.000000
