-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
15.665445 35.618381 7.000000
37.260235 -12.974060 7.000000
17.462536 -9.255009 7.000000
-6.619177 -16.977800 7.000000
3.950920 -9.879197 7.000000
-3.386322 24.936541 6.000000
-19.709309 34.335943 6.000000
33.610812 21.381714 6.000000
5.647111 19.182263 6.000000
17.660048 21.286727 6.000000
-38.795749 5.003103 5.000000
22.839901 -14.310502 5.000000
-17.912716 -6.655428 5.000000
-41.499465 -1.400289 5.000000
17.122733 -16.929381 5.000000
