-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
21.691495 -29.952038 7.000000
25.910368 36.328097 7.000000
-2.009440 1.870281 7.000000
-40.200653 6.797848 7.000000
-11.823146 17.809139 7.000000
38.374616 40.086345 6.000000
23.991509 -11.469878 6.000000
-39.968231 -27.708580 6.000000
-13.950415 -37.922834 6.000000
-14.830629 -17.127050 6.000000
-32.015365 27.405810 5.000000
1.104425 -22.752205 5.000000
-14.625662 2.561887 5.000000
42.224345 -19.364585 5.000000
12.721822 -24.451389 5.000000
