-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-2.542995 2.323900 7.000000
-19.266240 -22.011084 7.000000
18.846268 -8.598228 7.000000
1.799617 -19.729740 7.000000
-40.563671 3.659961 7.000000
16.459595 -28.418818 6.000000
-20.131568 -10.957968 6.000000
29.587225 -14.406813 6.000000
-4.204556 12.750622 6.000000
26.566068 -41.805947 6.000000
32.750191 -21.296646 5.000000
-38.524294 -35.860226 5.000000
-8.775045 -19.718905 5.000000
-33.892173 41.891631 5.000000
40.087380 -42.109614 5.000000
